Paper_name,Paper_link,Paper_type,volume,issue,pub_date,Paper_ID,1,2,3,4,5,6,7
Glial origin of mesenchymal stem cells in a tooth model system,/nature/journal/v513/n7519/full/nature13536.html,letter,513,7519,25 September 2014,13536.html,Mesenchymal stem cells,,,,,,
Antifungal drug resistance evoked via RNAi-dependent epimutations,/nature/journal/v513/n7519/full/nature13575.html,letter,513,7519,25 September 2014,13575.html,RNAi,Gene silencing,Fungal pathogenesis,,,,
Functional polarization of tumour-associated macrophages by tumour-derived lactic acid,/nature/journal/v513/n7519/full/nature13490.html,letter,513,7519,25 September 2014,13490.html,Cell signalling,,,,,,
The alarmin IL-33 promotes regulatory T-cell function in the intestine,/nature/journal/v513/n7519/full/nature13577.html,letter,513,7519,25 September 2014,13577.html,Mucosal immunology,,,,,,
Structural basis of PAM-dependent target DNA recognition by the Cas9 endonuclease,/nature/journal/v513/n7519/full/nature13579.html,letter,513,7519,25 September 2014,13579.html,X-ray crystallography,Non-coding RNAs,DNA metabolism,Genetic engineering,,,
Asian monsoons in a late Eocene greenhouse world,/nature/journal/v513/n7519/full/nature13704.html,article,513,7519,25 September 2014,13704.html,Palaeoclimate,Palaeoclimate,Geochemistry,Geology,,,
Statin treatment rescues FGFR3 skeletal dysplasia phenotypes,/nature/journal/v513/n7519/full/nature13775.html,article,513,7519,25 September 2014,13775.html,Paediatric research,Induced pluripotent stem cells,,,,,
Loss of oncogenic Notch1 with resistance to a PI3K inhibitor in T-cell leukaemia,/nature/journal/v513/n7519/full/nature13495.html,article,513,7519,25 September 2014,13495.html,Cancer therapeutic resistance,Pre-clinical studies,Targeted therapies,Experimental models of disease,,,
Structural basis for the inhibition of the eukaryotic ribosome,/nature/journal/v513/n7519/full/nature13737.html,article,513,7519,25 September 2014,13737.html,X-ray crystallography,Ribosome,Natural products,Mechanism of action,,,
A massive galaxy in its core formation phase three billion years after the Big Bang,/nature/journal/v513/n7518/full/nature13616.html,letter,513,7518,18 September 2014,13616.html,Galaxies and clusters,,,,,,
A supermassive black hole in an ultra-compact dwarf galaxy,/nature/journal/v513/n7518/full/nature13762.html,letter,513,7518,18 September 2014,13762.html,Galaxies and clusters,,,,,,
Aridification of the Sahara desert caused by Tethys Sea shrinkage during the Late Miocene,/nature/journal/v513/n7518/full/nature13705.html,letter,513,7518,18 September 2014,13705.html,Palaeoclimate,Atmospheric science,,,,,
Spreading continents kick-started plate tectonics,/nature/journal/v513/n7518/full/nature13728.html,letter,513,7518,18 September 2014,13728.html,Geodynamics,Tectonics,Geophysics,Petrology,,,
Ancient human genomes suggest three ancestral populations for present-day Europeans,/nature/journal/v513/n7518/full/nature13673.html,letter,513,7518,18 September 2014,13673.html,Evolution,,,,,,
Lethal aggression in  Pan u is better explained by adaptive strategies than human impacts,/nature/journal/v513/n7518/full/nature13727.html,letter,513,7518,18 September 2014,13727.html,Animal behaviour,,,,,,
Optimization of lag time underlies antibiotic tolerance in evolved bacterial populations,/nature/journal/v513/n7518/full/nature13469.html,letter,513,7518,18 September 2014,13469.html,Experimental evolution,,,,,,
Genome sequencing of normal cells reveals developmental lineages and mutational processes,/nature/journal/v513/n7518/full/nature13448.html,letter,513,7518,18 September 2014,13448.html,Development,,,,,,
Bidirectional switch of the valence associated with a hippocampal contextual memory engram,/nature/journal/v513/n7518/full/nature13725.html,letter,513,7518,18 September 2014,13725.html,Hippocampus,,,,,,
Exonuclease-mediated degradation of nascent RNA silences genes linked to severe malaria,/nature/journal/v513/n7518/full/nature13468.html,letter,513,7518,18 September 2014,13468.html,Parasite biology,,,,,,
Endocrinization of FGF1 produces a neomorphic and potent insulin sensitizer,/nature/journal/v513/n7518/full/nature13540.html,letter,513,7518,18 September 2014,13540.html,Type 2 diabetes mellitus,,,,,,
Coordinated regulation of protein synthesis and degradation by mTORC1,/nature/journal/v513/n7518/full/nature13492.html,letter,513,7518,18 September 2014,13492.html,Growth signalling,Proteasome,,,,,
Multifunctional organoboron compounds for scalable natural product synthesis,/nature/journal/v513/n7518/full/nature13735.html,article,513,7518,18 September 2014,13735.html,Asymmetric catalysis,Total synthesis,,,,,
The genomic substrate for adaptive radiation in African cichlid fish,/nature/journal/v513/n7518/full/nature13726.html,article,513,7518,18 September 2014,13726.html,Genome evolution,Evolution,Comparative genomics,Evolutionary biology,,,
Proteogenomic characterization of human colon and rectal cancer,/nature/journal/v513/n7518/full/nature13438.html,article,513,7518,18 September 2014,13438.html,Proteomic analysis,Colon cancer,Cancer genomics,,,,
Molecular architecture and mechanism of the anaphase-promoting complex,/nature/journal/v513/n7518/full/nature13543.html,article,513,7518,18 September 2014,13543.html,Mitosis,Cryoelectron microscopy,,,,,
The diversity of quasars unified by accretion and orientation,/nature/journal/v513/n7517/full/nature13712.html,letter,513,7517,11 September 2014,13712.html,Galaxies and clusters,,,,,,
Probing excitonic dark states in single-layer tungsten disulphide,/nature/journal/v513/n7517/full/nature13734.html,letter,513,7517,11 September 2014,13734.html,Two-dimensional materials,Nonlinear optics,Optical properties and devices,,,,
Observational evidence for interhemispheric hydroxyl-radical parity,/nature/journal/v513/n7517/full/nature13721.html,letter,513,7517,11 September 2014,13721.html,Atmospheric chemistry,,,,,,
A major advance of tropical Andean glaciers during the Antarctic cold reversal,/nature/journal/v513/n7517/full/nature13546.html,letter,513,7517,11 September 2014,13546.html,Cryospheric science,Palaeoclimate,,,,,
A global strategy for road building,/nature/journal/v513/n7517/full/nature13717.html,letter,513,7517,11 September 2014,13717.html,Conservation,,,,,,
The evolution of the placenta drives a shift in sexual selection in livebearing fish,/nature/journal/v513/n7517/full/nature13451.html,letter,513,7517,11 September 2014,13451.html,Sexual selection,,,,,,
Innate immune sensing of bacterial modifications of Rho GTPases by the Pyrin inflammasome,/nature/journal/v513/n7517/full/nature13449.html,letter,513,7517,11 September 2014,13449.html,Pattern recognition receptors,Cellular microbiology,,,,,
Viral tagging reveals discrete populations in  Synechococcus u viral genome sequence space,/nature/journal/v513/n7517/full/nature13459.html,letter,513,7517,11 September 2014,13459.html,Microbial ecology,Metagenomics,Water microbiology,,,,
Carbonic anhydrases  EPF2 u and a novel protease mediate CO 2 u control of stomatal development,/nature/journal/v513/n7517/full/nature13452.html,letter,513,7517,11 September 2014,13452.html,Abiotic,Developmental biology,Extracellular signalling molecules,Climate-change mitigation,,,
Fructose-16-bisphosphatase opposes renal carcinoma progression,/nature/journal/v513/n7517/full/nature13557.html,letter,513,7517,11 September 2014,13557.html,Cancer metabolism,,,,,,
Metastasis-suppressor transcript destabilization through TARBP2 binding of mRNA hairpins,/nature/journal/v513/n7517/full/nature13466.html,letter,513,7517,11 September 2014,13466.html,Cancer genomics,Metastases,,,,,
Serial time-resolved crystallography of photosystem II using a femtosecond X-ray laser,/nature/journal/v513/n7517/full/nature13453.html,letter,513,7517,11 September 2014,13453.html,X-ray crystallography,Photosystem II,,,,,
Assembly-line synthesis of organic molecules with tailored shapes,/nature/journal/v513/n7517/full/nature13711.html,article,513,7517,11 September 2014,13711.html,Organic chemistry,,,,,,
A synaptic and circuit basis for corollary discharge in the auditory cortex,/nature/journal/v513/n7517/full/nature13724.html,article,513,7517,11 September 2014,13724.html,Cortex,Sensorimotor processing,,,,,
Gibbon genome and the fast karyotype evolution of small apes,/nature/journal/v513/n7517/full/nature13679.html,article,513,7517,11 September 2014,13679.html,Genome,Structural variation,Evolutionary genetics,Next-generation sequencing,,,
Comprehensive molecular characterization of gastric adenocarcinoma,/nature/journal/v513/n7517/full/nature13480.html,article,513,7517,11 September 2014,13480.html,Gastric cancer,Cancer genomics,,,,,
The Laniakea supercluster of galaxies,/nature/journal/v513/n7516/full/nature13674.html,letter,513,7516,4 September 2014,13674.html,Cosmology,,,,,,
A 400-solar-mass black hole in the galaxy M82,/nature/journal/v513/n7516/full/nature13710.html,letter,513,7516,4 September 2014,13710.html,High-energy astrophysics,,,,,,
Hierarchical organization of chiral rafts in colloidal membranes,/nature/journal/v513/n7516/full/nature13694.html,letter,513,7516,4 September 2014,13694.html,Self-assembly,Bioinspired materials,Colloids,Fluids,,,
Temperature sensitivity of soil respiration rates enhanced by microbial community response,/nature/journal/v513/n7516/full/nature13604.html,letter,513,7516,4 September 2014,13604.html,Climate-change ecology,Biogeochemistry,,,,,
Asymmetric three-dimensional topography over mantle plumes,/nature/journal/v513/n7516/full/nature13703.html,letter,513,7516,4 September 2014,13703.html,Geodynamics,Tectonics,Geophysics,,,,
RIPK1 maintains epithelial homeostasis by inhibiting apoptosis and necroptosis,/nature/journal/v513/n7516/full/nature13608.html,letter,513,7516,4 September 2014,13608.html,Cell death and immune response,,,,,,
RIPK1 ensures intestinal homeostasis by protecting the epithelium against apoptosis,/nature/journal/v513/n7516/full/nature13706.html,letter,513,7516,4 September 2014,13706.html,Apoptosis,Cell death and immune response,,,,,
Tumour-derived PTH-related protein triggers adipose tissue browning and cancer cachexia,/nature/journal/v513/n7516/full/nature13528.html,letter,513,7516,4 September 2014,13528.html,Cancer metabolism,,,,,,
eIF4F is a nexus of resistance to anti-BRAF and anti-MEK cancer therapies,/nature/journal/v513/n7516/full/nature13572.html,letter,513,7516,4 September 2014,13572.html,Melanoma,,,,,,
Mutant IDH inhibits HNF-4 α u to block hepatocyte differentiation and promote biliary cancer,/nature/journal/v513/n7516/full/nature13441.html,letter,513,7516,4 September 2014,13441.html,Differentiation,Bile duct cancer,Cancer models,Cancer metabolism,,,
Dynamic and static maintenance of epigenetic memory in pluripotent and somatic cells,/nature/journal/v513/n7516/full/nature13458.html,letter,513,7516,4 September 2014,13458.html,DNA methylation,Epigenetic memory,,,,,
Saturation editing of genomic regions by multiplex homology-directed repair,/nature/journal/v513/n7516/full/nature13695.html,letter,513,7516,4 September 2014,13695.html,Medical genomics,Transcriptomics,,,,,
High-resolution structure of the human GPR40 receptor bound to allosteric agonist TAK-875,/nature/journal/v513/n7516/full/nature13494.html,letter,513,7516,4 September 2014,13494.html,X-ray crystallography,Type 2 diabetes mellitus,,,,,
Developmental plasticity and the origin of tetrapods,/nature/journal/v513/n7516/full/nature13708.html,article,513,7516,4 September 2014,13708.html,Experimental evolution,Evolutionary developmental biology,,,,,
Alterations of the human gut microbiome in liver cirrhosis,/nature/journal/v513/n7516/full/nature13568.html,article,513,7516,4 September 2014,13568.html,Microbiology,Biomarkers,Genome informatics,,,,
RNA G-quadruplexes cause eIF4A-dependent oncogene translation in cancer,/nature/journal/v513/n7516/full/nature13485.html,article,513,7516,4 September 2014,13485.html,TOR signalling,Cancer genetics,Cancer therapy,Acute lymphocytic leukaemia,,,
Cobalt-56  γ u-ray emission lines from the type\xa0Ia supernova 2014J,/nature/journal/v512/n7515/full/nature13672.html,letter,512,7515,28 August 2014,13672.html,High-energy astrophysics,Stars,Nuclear astrophysics,,,,
Quantum imaging with undetected photons,/nature/journal/v512/n7515/full/nature13586.html,letter,512,7515,28 August 2014,13586.html,Quantum optics,,,,,,
Carbon carbon bond cleavage and rearrangement of benzene by a trinuclear titanium hydride,/nature/journal/v512/n7515/full/nature13624.html,letter,512,7515,28 August 2014,13624.html,Organometallic chemistry,,,,,,
Contrasting responses of mean and extreme snowfall to climate change,/nature/journal/v512/n7515/full/nature13625.html,letter,512,7515,28 August 2014,13625.html,Atmospheric science,,,,,,
Neural constraints on learning,/nature/journal/v512/n7515/full/nature13665.html,letter,512,7515,28 August 2014,13665.html,Cortex,Computational neuroscience,,,,,
Comparative analysis of the transcriptome across distant species,/nature/journal/v512/n7515/full/nature13424.html,letter,512,7515,28 August 2014,13424.html,Comparative genomics,Transcriptomics,,,,,
Comparative analysis of metazoan chromatin organization,/nature/journal/v512/n7515/full/nature13415.html,letter,512,7515,28 August 2014,13415.html,Epigenomics,Chromatin,Computational biology and bioinformatics,Chromatin analysis,,,
Comparative analysis of regulatory information and circuits across distant species,/nature/journal/v512/n7515/full/nature13668.html,letter,512,7515,28 August 2014,13668.html,Comparative genomics,Evolutionary genetics,Gene regulatory networks,Evolutionary biology,,,
